timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T03:44:00Z,26.2,943.1,83.33,8.3
2026-06-01T03:44:30Z,18.88,1103.6,72.36,11.18
2026-06-01T03:45:00Z,22.94,1070.5,62.5,7.79
2026-06-01T03:45:30Z,26.83,915.3,83.08,10.48
2026-06-01T03:46:00Z,21.16,906.3,73.2,11.91
2026-06-01T03:46:30Z,32.7,629.7,60.16,8.13
2026-06-01T03:47:00Z,20.97,757.6,55.57,8.69
2026-06-01T03:47:30Z,27.47,677.5,92.28,6.64
2026-06-01T03:48:00Z,24.38,900.2,59.34,11.06
2026-06-01T03:48:30Z,20.95,622.5,75.22,6.2
2026-06-01T03:49:00Z,26.68,1098.6,75.44,9.35
2026-06-01T03:49:30Z,25.9,821.8,64.7,5.14
2026-06-01T03:50:00Z,27.37,997.9,66.21,11.12
2026-06-01T03:50:30Z,24.81,889.0,68.62,9.79
2026-06-01T03:51:00Z,27.35,1005.2,64.26,8.55
2026-06-01T03:51:30Z,32.1,851.8,69.99,9.58
2026-06-01T03:52:00Z,25.61,777.3,58.4,7.19
2026-06-01T03:52:30Z,23.73,1006.5,65.09,9.35
2026-06-01T03:53:00Z,26.82,657.0,52.23,8.12
2026-06-01T03:53:30Z,22.16,711.3,60.04,8.79
2026-06-01T03:54:00Z,23.1,928.0,81.32,9.58
2026-06-01T03:54:30Z,21.39,914.3,52.03,9.29
2026-06-01T03:55:00Z,22.59,582.8,66.24,4.78
2026-06-01T03:55:30Z,24.53,681.5,74.21,11.52
2026-06-01T03:56:00Z,31.01,555.6,50.48,10.54
2026-06-01T03:56:30Z,22.6,1002.6,69.65,5.82
2026-06-01T03:57:00Z,20.89,631.8,48.76,5.49
2026-06-01T03:57:30Z,31.54,1046.1,54.35,6.96
2026-06-01T03:58:00Z,23.87,691.3,50.35,7.55
2026-06-01T03:58:30Z,25.16,630.1,83.07,6.42
2026-06-01T03:59:00Z,23.77,847.2,61.95,8.65
2026-06-01T03:59:30Z,24.96,779.6,61.81,8.0
2026-06-01T04:00:00Z,22.59,922.0,49.63,8.1
2026-06-01T04:00:30Z,28.27,919.5,60.44,4.82
2026-06-01T04:01:00Z,26.42,481.2,39.98,9.54
2026-06-01T04:01:30Z,25.42,731.2,61.83,8.35
2026-06-01T04:02:00Z,26.06,445.6,59.54,9.71
2026-06-01T04:02:30Z,26.77,529.8,62.46,5.09
2026-06-01T04:03:00Z,31.56,461.2,65.45,6.04
2026-06-01T04:03:30Z,26.07,805.5,42.44,5.38
2026-06-01T04:04:00Z,22.78,490.2,62.79,6.02
2026-06-01T04:04:30Z,21.65,431.1,54.0,7.04
2026-06-01T04:05:00Z,22.92,550.3,64.31,5.13
2026-06-01T04:05:30Z,27.19,595.7,56.56,8.64
2026-06-01T04:06:00Z,24.96,620.6,65.35,7.09
2026-06-01T04:06:30Z,25.01,680.6,51.11,8.82
2026-06-01T04:07:00Z,25.9,750.7,50.91,5.02
2026-06-01T04:07:30Z,25.95,776.4,44.54,7.27
2026-06-01T04:08:00Z,23.5,420.1,51.98,4.12
2026-06-01T04:08:30Z,31.87,604.6,70.71,7.65
2026-06-01T04:09:00Z,30.25,561.3,47.54,7.79
2026-06-01T04:09:30Z,36.05,749.4,45.93,6.09
2026-06-01T04:10:00Z,29.56,487.6,47.44,5.36
2026-06-01T04:10:30Z,31.75,385.0,59.4,4.2
2026-06-01T04:11:00Z,20.82,386.9,57.3,4.32
2026-06-01T04:11:30Z,22.07,462.2,62.41,4.24
2026-06-01T04:12:00Z,30.01,363.3,30.72,3.13
2026-06-01T04:12:30Z,19.56,616.2,39.89,6.79
2026-06-01T04:13:00Z,27.17,440.1,43.02,6.07
2026-06-01T04:13:30Z,23.7,633.1,46.31,3.98
2026-06-01T04:14:00Z,30.34,512.9,32.98,5.31
2026-06-01T04:14:30Z,18.62,547.2,38.95,2.67
2026-06-01T04:15:00Z,29.21,491.4,46.0,4.42
2026-06-01T04:15:30Z,30.19,494.2,31.5,2.43
2026-06-01T04:16:00Z,21.25,525.2,44.02,4.12
2026-06-01T04:16:30Z,31.96,440.8,49.29,3.07
2026-06-01T04:17:00Z,27.0,363.4,41.32,5.72
2026-06-01T04:17:30Z,26.92,415.2,41.2,3.75
2026-06-01T04:18:00Z,25.72,400.8,45.36,5.13
2026-06-01T04:18:30Z,26.14,334.6,32.85,4.0
2026-06-01T04:19:00Z,24.22,410.4,35.73,3.04
2026-06-01T04:19:30Z,28.49,361.5,39.77,1.79
2026-06-01T04:20:00Z,26.74,371.3,44.14,2.63
2026-06-01T04:20:30Z,29.04,323.4,36.04,3.1
2026-06-01T04:21:00Z,25.5,289.1,24.76,1.7
2026-06-01T04:21:30Z,25.37,314.2,36.97,4.41
2026-06-01T04:22:00Z,29.53,282.2,34.46,2.66
2026-06-01T04:22:30Z,20.33,313.8,36.13,1.74
2026-06-01T04:23:00Z,26.23,160.5,32.96,1.41
2026-06-01T04:23:30Z,25.89,258.6,16.5,2.03
2026-06-01T04:24:00Z,27.25,151.1,21.55,1.15
2026-06-01T04:24:30Z,28.01,191.7,16.49,1.77
2026-06-01T04:25:00Z,27.65,116.1,34.62,2.36
2026-06-01T04:25:30Z,29.83,114.6,41.18,2.09
2026-06-01T04:26:00Z,32.64,138.0,27.52,0.98
2026-06-01T04:26:30Z,26.19,123.5,24.89,2.27
2026-06-01T04:27:00Z,33.23,110.2,29.58,0.99
2026-06-01T04:27:30Z,26.38,86.8,23.01,0.84
2026-06-01T04:28:00Z,25.27,136.6,31.19,0.76
2026-06-01T04:28:30Z,28.81,52.2,20.27,1.16
2026-06-01T04:29:00Z,27.75,82.3,22.4,0.72
2026-06-01T04:29:30Z,27.17,40.1,21.17,0.41
2026-06-01T04:30:00Z,29.16,30.2,7.15,0.0
2026-06-01T04:30:30Z,21.85,41.1,31.04,0.48
2026-06-01T04:31:00Z,33.77,46.5,22.67,1.5
2026-06-01T04:31:30Z,24.06,20.0,18.48,0.05
2026-06-01T04:32:00Z,29.61,36.2,14.1,0.84
2026-06-01T04:32:30Z,27.58,20.0,17.8,1.31
2026-06-01T04:33:00Z,28.45,24.7,20.32,0.0
2026-06-01T04:33:30Z,26.37,43.1,28.9,1.26
2026-06-01T04:34:00Z,25.2,50.8,18.68,0.93
2026-06-01T04:34:30Z,29.95,46.4,11.2,0.0
2026-06-01T04:35:00Z,30.2,69.6,12.3,0.44
2026-06-01T04:35:30Z,30.26,31.5,30.75,0.0
2026-06-01T04:36:00Z,29.48,35.5,10.62,0.59
2026-06-01T04:36:30Z,25.73,21.6,23.86,0.0
2026-06-01T04:37:00Z,33.43,33.5,18.77,0.0
2026-06-01T04:37:30Z,31.71,38.2,21.63,0.57
2026-06-01T04:38:00Z,28.02,23.9,21.13,0.0
2026-06-01T04:38:30Z,26.88,73.0,26.33,0.0
2026-06-01T04:39:00Z,27.34,20.0,18.09,0.0
2026-06-01T04:39:30Z,28.54,53.0,5.24,1.5
2026-06-01T04:40:00Z,31.47,20.0,12.07,0.0
2026-06-01T04:40:30Z,32.84,20.0,25.37,0.0
2026-06-01T04:41:00Z,32.79,20.0,18.52,1.5
2026-06-01T04:41:30Z,27.47,48.5,22.86,0.91
2026-06-01T04:42:00Z,29.99,67.7,9.2,0.1
2026-06-01T04:42:30Z,28.5,65.8,2.5,0.0
2026-06-01T04:43:00Z,26.1,28.6,22.17,0.0
2026-06-01T04:43:30Z,20.91,49.7,21.15,0.32
2026-06-01T04:44:00Z,35.37,32.8,13.89,1.15
2026-06-01T04:44:30Z,27.08,45.0,25.47,0.0
2026-06-01T04:45:00Z,34.95,20.0,16.53,0.0
2026-06-01T04:45:30Z,29.34,55.2,24.85,0.15
2026-06-01T04:46:00Z,29.91,27.6,19.0,0.0
2026-06-01T04:46:30Z,26.71,42.4,13.5,1.08
2026-06-01T04:47:00Z,27.87,53.4,16.76,0.0
2026-06-01T04:47:30Z,22.12,44.9,14.84,1.5
2026-06-01T04:48:00Z,28.86,50.1,12.09,0.04
2026-06-01T04:48:30Z,29.89,49.8,13.74,0.26
2026-06-01T04:49:00Z,27.76,42.2,14.47,1.36
2026-06-01T04:49:30Z,26.05,49.0,26.31,0.0
2026-06-01T04:50:00Z,27.42,27.8,15.74,0.36
2026-06-01T04:50:30Z,32.19,62.2,25.36,0.57
2026-06-01T04:51:00Z,28.34,82.8,20.11,0.52
2026-06-01T04:51:30Z,27.29,40.8,30.33,1.5
2026-06-01T04:52:00Z,30.67,34.4,5.24,1.5
2026-06-01T04:52:30Z,28.57,20.0,11.88,0.71
2026-06-01T04:53:00Z,31.76,61.0,11.86,0.43
2026-06-01T04:53:30Z,23.15,25.0,23.66,0.57
2026-06-01T04:54:00Z,26.12,36.0,16.46,0.0
2026-06-01T04:54:30Z,28.75,30.5,14.8,0.24
2026-06-01T04:55:00Z,33.48,46.9,22.62,0.0
2026-06-01T04:55:30Z,24.69,31.0,11.86,1.13
2026-06-01T04:56:00Z,31.79,45.6,24.17,0.91
2026-06-01T04:56:30Z,27.51,38.7,26.27,0.53
2026-06-01T04:57:00Z,27.16,55.9,18.98,0.0
2026-06-01T04:57:30Z,28.64,22.7,19.58,0.0
2026-06-01T04:58:00Z,29.57,44.7,19.51,0.43
2026-06-01T04:58:30Z,30.26,32.9,4.89,0.83
2026-06-01T04:59:00Z,31.62,45.9,13.96,0.0
2026-06-01T04:59:30Z,30.71,20.0,16.67,0.0
2026-06-01T05:00:00Z,35.95,38.0,9.85,0.84
2026-06-01T05:00:30Z,31.55,47.8,13.96,0.0
2026-06-01T05:01:00Z,33.68,20.0,14.82,0.0
2026-06-01T05:01:30Z,28.3,20.0,28.8,0.31
2026-06-01T05:02:00Z,32.18,50.5,29.98,0.0
2026-06-01T05:02:30Z,28.97,45.3,22.73,0.06
2026-06-01T05:03:00Z,18.6,28.4,10.58,0.0
2026-06-01T05:03:30Z,37.05,39.6,19.56,0.0
2026-06-01T05:04:00Z,29.22,58.9,5.88,0.0
2026-06-01T05:04:30Z,35.91,37.1,27.46,0.0
2026-06-01T05:05:00Z,22.7,65.0,25.42,0.0
2026-06-01T05:05:30Z,22.31,48.2,16.85,0.0
2026-06-01T05:06:00Z,33.88,61.2,20.81,0.24
2026-06-01T05:06:30Z,31.59,20.0,8.54,0.15
2026-06-01T05:07:00Z,27.4,20.0,22.35,0.0
2026-06-01T05:07:30Z,24.34,47.8,21.2,0.0
2026-06-01T05:08:00Z,31.57,43.6,16.28,0.15
2026-06-01T05:08:30Z,28.74,36.0,22.53,0.52
2026-06-01T05:09:00Z,28.38,41.9,17.85,0.0
2026-06-01T05:09:30Z,24.15,20.0,17.11,0.0
2026-06-01T05:10:00Z,31.36,38.3,16.43,0.53
2026-06-01T05:10:30Z,24.78,38.9,11.78,0.0
2026-06-01T05:11:00Z,26.87,40.9,12.51,1.22
2026-06-01T05:11:30Z,24.16,33.2,17.1,0.66
2026-06-01T05:12:00Z,22.93,20.0,12.43,0.43
2026-06-01T05:12:30Z,33.3,69.8,18.67,0.0
2026-06-01T05:13:00Z,32.41,54.3,29.05,0.83
2026-06-01T05:13:30Z,30.53,36.3,15.31,0.0
2026-06-01T05:14:00Z,28.47,53.5,21.95,0.0
2026-06-01T05:14:30Z,30.62,20.0,31.02,0.0
2026-06-01T05:15:00Z,34.56,55.7,12.05,0.0
2026-06-01T05:15:30Z,30.74,33.7,32.32,1.29
2026-06-01T05:16:00Z,34.04,54.8,7.18,0.28
2026-06-01T05:16:30Z,29.29,21.1,18.86,1.14
2026-06-01T05:17:00Z,30.25,34.2,8.12,0.0
2026-06-01T05:17:30Z,36.74,25.9,18.46,0.0
2026-06-01T05:18:00Z,24.52,54.3,9.55,0.0
2026-06-01T05:18:30Z,30.95,20.0,16.93,0.0
2026-06-01T05:19:00Z,31.58,20.0,18.44,0.16
2026-06-01T05:19:30Z,31.98,71.9,13.83,0.0
2026-06-01T05:20:00Z,32.83,56.8,10.79,0.0
2026-06-01T05:20:30Z,30.45,70.5,18.35,0.0
2026-06-01T05:21:00Z,27.43,43.4,18.34,0.09
2026-06-01T05:21:30Z,22.86,61.5,20.08,1.5
2026-06-01T05:22:00Z,32.32,51.2,10.46,0.93
2026-06-01T05:22:30Z,29.75,31.8,16.65,0.0
2026-06-01T05:23:00Z,25.81,70.0,27.57,1.09
2026-06-01T05:23:30Z,33.07,20.0,30.65,0.0
2026-06-01T05:24:00Z,28.61,39.1,12.49,1.41
2026-06-01T05:24:30Z,31.36,59.3,13.85,0.0
2026-06-01T05:25:00Z,40.88,54.7,10.83,0.52
2026-06-01T05:25:30Z,31.73,42.9,20.22,0.0
2026-06-01T05:26:00Z,25.38,59.0,12.82,1.5
2026-06-01T05:26:30Z,29.1,20.0,21.79,0.0
2026-06-01T05:27:00Z,27.75,25.0,16.42,0.0
2026-06-01T05:27:30Z,30.27,58.8,19.19,1.5
2026-06-01T05:28:00Z,25.02,24.8,9.81,0.01
2026-06-01T05:28:30Z,32.64,44.5,15.25,0.0
2026-06-01T05:29:00Z,30.56,47.1,18.28,1.1
2026-06-01T05:29:30Z,34.56,23.4,12.96,0.0
2026-06-01T05:30:00Z,28.22,48.3,11.02,0.0
2026-06-01T05:30:30Z,30.83,72.5,25.14,0.0
2026-06-01T05:31:00Z,35.13,62.8,21.36,0.33
2026-06-01T05:31:30Z,31.49,28.6,15.23,0.0
2026-06-01T05:32:00Z,30.57,20.0,12.57,0.0
2026-06-01T05:32:30Z,30.97,61.2,27.42,0.0
2026-06-01T05:33:00Z,36.41,24.3,9.5,0.59
2026-06-01T05:33:30Z,32.17,22.5,29.19,0.0
2026-06-01T05:34:00Z,32.63,24.4,17.65,1.32
2026-06-01T05:34:30Z,28.91,60.4,24.96,0.0
2026-06-01T05:35:00Z,32.11,20.0,12.09,0.0
2026-06-01T05:35:30Z,29.53,63.1,9.6,1.5
2026-06-01T05:36:00Z,27.47,29.7,30.05,0.85
2026-06-01T05:36:30Z,35.05,76.2,13.63,0.62
2026-06-01T05:37:00Z,27.08,20.0,29.74,1.35
2026-06-01T05:37:30Z,32.01,52.6,13.38,0.0
2026-06-01T05:38:00Z,24.59,42.0,19.68,0.3
2026-06-01T05:38:30Z,24.53,43.4,22.68,0.0
2026-06-01T05:39:00Z,36.64,25.2,28.58,1.5
2026-06-01T05:39:30Z,36.51,57.3,13.77,0.11
2026-06-01T05:40:00Z,39.19,28.2,15.32,1.5
2026-06-01T05:40:30Z,28.68,20.0,29.78,0.0
2026-06-01T05:41:00Z,32.65,20.0,16.1,1.16
2026-06-01T05:41:30Z,32.66,38.6,17.66,0.98
2026-06-01T05:42:00Z,35.02,43.1,21.4,0.39
2026-06-01T05:42:30Z,32.46,25.9,25.0,0.54
2026-06-01T05:43:00Z,25.77,35.8,25.52,0.91
2026-06-01T05:43:30Z,31.24,20.0,23.66,0.0
2026-06-01T05:44:00Z,29.13,20.0,6.1,0.88
2026-06-01T05:44:30Z,29.67,48.2,12.23,0.0
2026-06-01T05:45:00Z,31.83,20.2,21.15,0.0
2026-06-01T05:45:30Z,33.75,40.4,16.38,1.5
2026-06-01T05:46:00Z,29.69,74.8,19.24,0.89
2026-06-01T05:46:30Z,33.88,20.0,19.37,0.0
2026-06-01T05:47:00Z,35.47,20.0,25.28,0.0
2026-06-01T05:47:30Z,32.96,20.0,18.51,0.0
2026-06-01T05:48:00Z,36.67,47.4,19.02,1.0
2026-06-01T05:48:30Z,30.6,61.7,14.98,0.0
2026-06-01T05:49:00Z,31.19,36.3,15.42,0.0
2026-06-01T05:49:30Z,20.13,49.5,10.59,0.0
2026-06-01T05:50:00Z,37.87,20.0,22.85,0.0
2026-06-01T05:50:30Z,27.21,47.0,25.01,0.51
2026-06-01T05:51:00Z,41.91,56.7,25.02,0.0
2026-06-01T05:51:30Z,33.92,80.7,30.39,0.51
2026-06-01T05:52:00Z,28.72,42.9,15.45,0.23
2026-06-01T05:52:30Z,38.13,22.0,13.2,0.0
2026-06-01T05:53:00Z,39.08,44.9,21.77,0.0
2026-06-01T05:53:30Z,36.31,24.4,9.07,0.25
2026-06-01T05:54:00Z,36.52,43.9,24.76,0.41
2026-06-01T05:54:30Z,30.29,28.1,9.81,0.46
2026-06-01T05:55:00Z,37.25,21.8,17.64,1.32
2026-06-01T05:55:30Z,34.37,47.1,28.09,0.86
2026-06-01T05:56:00Z,36.01,38.0,24.85,0.0
2026-06-01T05:56:30Z,34.7,33.2,18.11,0.0
2026-06-01T05:57:00Z,31.19,32.1,27.41,0.0
2026-06-01T05:57:30Z,28.2,28.5,5.27,0.0
2026-06-01T05:58:00Z,30.24,20.0,9.56,0.0
2026-06-01T05:58:30Z,24.14,42.6,29.77,0.8
2026-06-01T05:59:00Z,31.37,51.1,30.85,0.43
2026-06-01T05:59:30Z,32.41,35.1,15.22,0.81
2026-06-01T06:00:00Z,36.51,64.5,16.06,0.34
2026-06-01T06:00:30Z,29.37,32.7,15.18,0.06
2026-06-01T06:01:00Z,37.92,20.0,22.73,0.3
2026-06-01T06:01:30Z,29.0,21.6,18.7,0.0
2026-06-01T06:02:00Z,22.11,28.8,18.28,0.7
2026-06-01T06:02:30Z,39.42,77.4,14.31,0.0
2026-06-01T06:03:00Z,30.9,45.2,11.32,0.88
2026-06-01T06:03:30Z,35.34,20.0,21.86,0.0
2026-06-01T06:04:00Z,30.05,20.0,27.45,0.0
2026-06-01T06:04:30Z,30.47,68.0,7.71,1.5
2026-06-01T06:05:00Z,38.36,59.4,21.99,0.0
2026-06-01T06:05:30Z,30.91,23.9,40.89,0.82
2026-06-01T06:06:00Z,21.87,30.1,24.66,0.57
2026-06-01T06:06:30Z,28.99,20.0,19.3,0.0
2026-06-01T06:07:00Z,35.54,43.9,15.46,0.0
2026-06-01T06:07:30Z,28.11,33.8,20.78,0.0
2026-06-01T06:08:00Z,26.16,27.0,13.47,0.0
2026-06-01T06:08:30Z,31.28,68.1,10.34,0.0
2026-06-01T06:09:00Z,31.27,88.2,22.02,1.3
2026-06-01T06:09:30Z,29.0,38.0,23.07,0.56
2026-06-01T06:10:00Z,28.29,27.5,25.66,0.89
2026-06-01T06:10:30Z,33.26,45.9,32.48,0.0
2026-06-01T06:11:00Z,32.45,52.2,19.69,0.47
2026-06-01T06:11:30Z,32.05,22.0,19.78,0.0
2026-06-01T06:12:00Z,29.75,20.0,27.38,0.0
2026-06-01T06:12:30Z,32.19,44.5,22.0,0.0
2026-06-01T06:13:00Z,33.89,20.0,15.13,0.0
2026-06-01T06:13:30Z,39.53,50.9,16.42,0.0
2026-06-01T06:14:00Z,36.52,20.0,24.65,0.4
2026-06-01T06:14:30Z,36.79,40.5,26.0,0.0
2026-06-01T06:15:00Z,32.43,50.0,14.63,0.21
2026-06-01T06:15:30Z,31.92,40.7,27.06,0.46
2026-06-01T06:16:00Z,29.07,22.4,8.59,0.0
2026-06-01T06:16:30Z,41.42,20.9,22.48,0.0
2026-06-01T06:17:00Z,36.27,33.2,16.65,0.3
2026-06-01T06:17:30Z,38.02,24.5,6.47,0.28
2026-06-01T06:18:00Z,28.06,24.3,18.29,0.0
2026-06-01T06:18:30Z,34.87,29.2,19.39,0.0
2026-06-01T06:19:00Z,46.31,20.0,34.37,0.3
2026-06-01T06:19:30Z,34.14,33.9,13.4,0.59
2026-06-01T06:20:00Z,32.01,27.7,27.26,1.0
2026-06-01T06:20:30Z,37.44,20.0,14.22,1.5
2026-06-01T06:21:00Z,29.94,20.3,29.99,0.0
2026-06-01T06:21:30Z,33.84,44.1,23.19,0.68
2026-06-01T06:22:00Z,31.33,20.0,20.61,0.0
2026-06-01T06:22:30Z,36.97,32.0,25.4,0.0
2026-06-01T06:23:00Z,35.91,31.2,28.33,1.35
2026-06-01T06:23:30Z,32.15,24.7,22.5,0.0
2026-06-01T06:24:00Z,32.72,65.4,7.43,0.0
2026-06-01T06:24:30Z,37.97,20.0,21.98,0.9
2026-06-01T06:25:00Z,35.4,24.8,21.52,0.0
2026-06-01T06:25:30Z,38.76,48.9,13.91,0.83
2026-06-01T06:26:00Z,37.34,66.7,25.6,1.13
2026-06-01T06:26:30Z,41.49,72.9,28.38,0.99
2026-06-01T06:27:00Z,35.24,20.0,6.2,0.0
2026-06-01T06:27:30Z,42.07,20.9,16.1,0.64
2026-06-01T06:28:00Z,36.49,26.8,22.28,0.31
2026-06-01T06:28:30Z,34.85,20.0,23.8,0.5
2026-06-01T06:29:00Z,30.15,27.3,14.58,0.11
2026-06-01T06:29:30Z,36.02,32.6,25.81,0.98
2026-06-01T06:30:00Z,25.45,53.1,26.53,1.16
2026-06-01T06:30:30Z,35.09,31.9,6.7,1.35
2026-06-01T06:31:00Z,40.85,41.9,15.99,0.93
2026-06-01T06:31:30Z,38.94,35.7,22.78,1.5
2026-06-01T06:32:00Z,29.91,31.1,22.29,0.0
2026-06-01T06:32:30Z,39.41,44.1,25.96,1.5
2026-06-01T06:33:00Z,31.43,20.0,20.47,0.0
2026-06-01T06:33:30Z,41.03,20.0,13.78,0.36
2026-06-01T06:34:00Z,38.45,26.3,21.78,1.5
2026-06-01T06:34:30Z,38.26,44.0,16.8,0.6
2026-06-01T06:35:00Z,41.13,20.0,20.14,0.0
2026-06-01T06:35:30Z,30.1,20.0,18.6,0.57
2026-06-01T06:36:00Z,29.33,20.0,7.77,0.39
2026-06-01T06:36:30Z,35.06,20.0,28.78,0.17
2026-06-01T06:37:00Z,32.41,43.2,8.38,0.0
2026-06-01T06:37:30Z,36.3,68.7,29.17,0.0
2026-06-01T06:38:00Z,46.51,21.4,18.65,0.4
2026-06-01T06:38:30Z,32.66,20.0,13.95,0.0
2026-06-01T06:39:00Z,35.16,40.5,26.62,0.0
2026-06-01T06:39:30Z,35.06,20.0,29.44,0.73
2026-06-01T06:40:00Z,34.0,56.9,26.16,0.19
2026-06-01T06:40:30Z,32.7,57.2,12.66,0.0
2026-06-01T06:41:00Z,30.83,20.0,28.71,0.86
2026-06-01T06:41:30Z,37.88,20.0,19.64,0.41
2026-06-01T06:42:00Z,30.81,29.7,8.56,0.5
2026-06-01T06:42:30Z,42.08,20.0,19.89,0.0
2026-06-01T06:43:00Z,36.51,22.6,17.93,0.0
2026-06-01T06:43:30Z,33.09,22.5,14.75,0.18
2026-06-01T06:44:00Z,32.13,20.0,12.61,0.0
2026-06-01T06:44:30Z,24.94,51.9,17.03,0.41
2026-06-01T06:45:00Z,38.71,40.1,15.23,0.0
2026-06-01T06:45:30Z,33.31,20.0,22.11,0.0
2026-06-01T06:46:00Z,42.83,20.0,18.43,0.0
2026-06-01T06:46:30Z,31.59,24.0,27.99,0.0
2026-06-01T06:47:00Z,36.45,28.1,31.24,1.36
2026-06-01T06:47:30Z,32.13,36.2,26.25,0.02
2026-06-01T06:48:00Z,31.59,20.0,37.49,0.28
2026-06-01T06:48:30Z,41.54,20.0,25.45,0.0
2026-06-01T06:49:00Z,32.03,52.7,16.67,0.15
2026-06-01T06:49:30Z,33.94,45.7,16.51,0.0
2026-06-01T06:50:00Z,35.71,20.0,25.07,0.0
2026-06-01T06:50:30Z,32.48,27.5,21.01,0.0
2026-06-01T06:51:00Z,34.34,37.7,32.28,0.99
2026-06-01T06:51:30Z,25.64,45.7,26.76,1.5
2026-06-01T06:52:00Z,40.83,20.0,23.44,0.0
2026-06-01T06:52:30Z,41.29,42.6,20.39,0.0
2026-06-01T06:53:00Z,36.35,42.0,24.11,1.5
2026-06-01T06:53:30Z,40.94,39.6,12.87,0.0
2026-06-01T06:54:00Z,43.05,20.0,18.19,0.15
2026-06-01T06:54:30Z,42.7,36.0,31.24,0.81
2026-06-01T06:55:00Z,35.5,20.1,23.34,1.5
2026-06-01T06:55:30Z,34.18,45.5,20.19,0.0
2026-06-01T06:56:00Z,36.06,52.8,14.87,0.27
2026-06-01T06:56:30Z,36.91,73.5,2.0,0.0
2026-06-01T06:57:00Z,36.46,20.0,17.52,0.0
2026-06-01T06:57:30Z,30.61,26.4,18.4,0.88
2026-06-01T06:58:00Z,40.44,29.0,24.14,0.39
2026-06-01T06:58:30Z,38.13,34.1,27.04,0.0
2026-06-01T06:59:00Z,38.72,69.1,15.42,0.32
2026-06-01T06:59:30Z,35.32,41.2,14.67,0.96
2026-06-01T07:00:00Z,37.55,20.0,31.66,0.39
2026-06-01T07:00:30Z,35.84,46.9,17.8,0.11
2026-06-01T07:01:00Z,37.17,23.8,20.89,0.0
2026-06-01T07:01:30Z,34.24,20.0,16.0,0.0
2026-06-01T07:02:00Z,37.0,49.8,12.34,0.0
2026-06-01T07:02:30Z,37.9,20.0,17.4,0.15
2026-06-01T07:03:00Z,37.51,66.6,12.0,0.59
2026-06-01T07:03:30Z,36.91,20.0,27.03,0.32
2026-06-01T07:04:00Z,42.94,38.7,20.81,0.0
2026-06-01T07:04:30Z,37.11,20.0,20.3,1.46
2026-06-01T07:05:00Z,44.01,29.5,17.83,0.0
2026-06-01T07:05:30Z,32.27,49.6,20.13,0.0
2026-06-01T07:06:00Z,39.1,55.2,27.72,0.0
2026-06-01T07:06:30Z,41.97,20.0,22.72,0.81
2026-06-01T07:07:00Z,36.21,20.0,13.19,0.41
2026-06-01T07:07:30Z,28.77,44.2,26.9,0.35
2026-06-01T07:08:00Z,36.62,41.1,21.24,0.41
2026-06-01T07:08:30Z,44.84,34.6,19.59,0.0
2026-06-01T07:09:00Z,29.7,45.9,15.49,0.83
2026-06-01T07:09:30Z,36.82,89.1,18.87,1.18
2026-06-01T07:10:00Z,31.9,26.4,23.88,1.12
2026-06-01T07:10:30Z,38.94,20.0,20.77,1.0
2026-06-01T07:11:00Z,31.34,20.0,13.95,0.0
2026-06-01T07:11:30Z,37.76,20.0,14.73,0.0
2026-06-01T07:12:00Z,36.04,20.0,12.95,0.0
2026-06-01T07:12:30Z,41.01,43.0,21.94,0.0
2026-06-01T07:13:00Z,43.99,42.2,21.65,0.45
2026-06-01T07:13:30Z,34.93,20.0,10.18,1.14
2026-06-01T07:14:00Z,38.82,46.1,9.01,0.0
2026-06-01T07:14:30Z,39.63,38.9,13.58,0.0
2026-06-01T07:15:00Z,38.41,43.5,25.66,0.87
2026-06-01T07:15:30Z,41.32,62.7,13.46,1.34
2026-06-01T07:16:00Z,37.25,20.0,8.01,0.0
2026-06-01T07:16:30Z,39.2,28.1,7.61,0.91
2026-06-01T07:17:00Z,37.47,36.0,20.86,0.3
2026-06-01T07:17:30Z,45.14,30.4,22.17,1.22
2026-06-01T07:18:00Z,34.01,20.0,17.89,1.24
2026-06-01T07:18:30Z,39.82,43.1,15.18,0.79
2026-06-01T07:19:00Z,30.43,22.3,13.01,0.64
2026-06-01T07:19:30Z,42.69,34.7,28.77,0.0
2026-06-01T07:20:00Z,35.66,31.1,20.57,0.09
2026-06-01T07:20:30Z,35.53,63.9,30.02,0.0
2026-06-01T07:21:00Z,35.14,35.2,40.05,0.76
2026-06-01T07:21:30Z,33.98,20.0,8.73,0.15
2026-06-01T07:22:00Z,45.49,20.6,20.85,0.7
2026-06-01T07:22:30Z,40.46,32.3,20.47,0.0
2026-06-01T07:23:00Z,40.7,58.7,10.27,0.0
2026-06-01T07:23:30Z,40.72,51.8,26.46,0.0
2026-06-01T07:24:00Z,28.99,26.0,20.39,1.5
2026-06-01T07:24:30Z,40.27,20.0,14.76,1.5
2026-06-01T07:25:00Z,42.7,20.0,29.1,0.0
2026-06-01T07:25:30Z,32.18,61.3,7.77,0.9
2026-06-01T07:26:00Z,44.37,20.0,22.27,1.38
2026-06-01T07:26:30Z,35.98,86.1,25.81,0.72
2026-06-01T07:27:00Z,29.55,54.2,24.19,0.0
2026-06-01T07:27:30Z,38.76,20.0,20.97,0.88
2026-06-01T07:28:00Z,40.46,44.9,27.37,0.63
