timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T03:07:00Z,53.1,22.0,0.63,0.3,1.01,331
2026-06-01T03:07:30Z,58.47,10.0,0.0,0.4,1.98,318
2026-06-01T03:08:00Z,39.58,28.2,0.59,0.25,1.19,331
2026-06-01T03:08:30Z,60.63,22.4,0.98,0.2,1.39,304
2026-06-01T03:09:00Z,45.9,40.1,0.7,0.3,2.36,290
2026-06-01T03:09:30Z,45.47,20.7,1.12,0.37,2.55,286
2026-06-01T03:10:00Z,45.12,32.3,0.0,0.54,2.81,318
2026-06-01T03:10:30Z,44.5,19.2,0.0,0.01,2.72,347
2026-06-01T03:11:00Z,49.9,23.7,0.0,0.15,1.78,307
2026-06-01T03:11:30Z,41.79,34.9,0.15,0.32,3.61,326
2026-06-01T03:12:00Z,42.69,10.0,0.0,0.42,3.73,333
2026-06-01T03:12:30Z,42.3,10.0,0.0,0.15,3.08,320
2026-06-01T03:13:00Z,59.9,10.0,1.5,0.35,1.82,330
2026-06-01T03:13:30Z,53.64,27.6,0.94,0.17,4.31,347
2026-06-01T03:14:00Z,44.95,16.3,0.33,0.19,4.68,299
2026-06-01T03:14:30Z,44.67,10.0,1.35,0.68,2.4,310
2026-06-01T03:15:00Z,49.25,15.9,0.95,0.41,3.86,324
2026-06-01T03:15:30Z,37.69,29.6,1.48,0.32,5.08,288
2026-06-01T03:16:00Z,37.51,19.5,0.0,0.23,5.26,320
2026-06-01T03:16:30Z,47.36,30.2,0.27,0.28,4.99,303
2026-06-01T03:17:00Z,50.65,28.0,0.0,0.6,3.43,335
2026-06-01T03:17:30Z,64.41,10.0,0.45,0.1,4.1,289
2026-06-01T03:18:00Z,52.42,50.2,0.0,0.15,4.14,314
2026-06-01T03:18:30Z,49.25,10.0,0.3,0.19,4.03,318
2026-06-01T03:19:00Z,55.23,24.5,0.0,0.31,4.11,312
2026-06-01T03:19:30Z,41.64,14.0,1.5,0.02,6.03,329
2026-06-01T03:20:00Z,40.1,10.0,0.68,0.22,4.7,294
2026-06-01T03:20:30Z,57.06,14.7,0.0,0.39,3.65,295
2026-06-01T03:21:00Z,45.56,15.8,0.0,0.72,2.92,341
2026-06-01T03:21:30Z,51.31,16.5,0.32,0.48,4.21,299
2026-06-01T03:22:00Z,45.09,48.4,0.41,0.64,6.56,307
2026-06-01T03:22:30Z,49.07,10.0,0.0,0.22,5.48,292
2026-06-01T03:23:00Z,58.66,33.6,1.5,0.7,3.57,330
2026-06-01T03:23:30Z,45.2,26.2,0.0,0.33,5.05,332
2026-06-01T03:24:00Z,53.08,10.0,0.9,0.73,5.47,328
2026-06-01T03:24:30Z,63.38,32.5,0.05,0.66,5.35,279
2026-06-01T03:25:00Z,36.76,17.1,1.5,0.66,4.54,308
2026-06-01T03:25:30Z,42.84,23.5,0.96,0.76,7.21,318
2026-06-01T03:26:00Z,56.41,19.7,1.46,0.14,5.31,330
2026-06-01T03:26:30Z,46.78,34.3,0.0,0.6,6.59,311
2026-06-01T03:27:00Z,48.99,29.2,0.22,0.75,4.5,334
2026-06-01T03:27:30Z,55.92,10.0,1.13,0.76,6.98,317
2026-06-01T03:28:00Z,55.74,10.0,0.93,0.19,7.57,312
2026-06-01T03:28:30Z,40.76,32.3,0.0,0.59,7.55,322
2026-06-01T03:29:00Z,52.55,35.2,1.5,0.26,7.39,340
2026-06-01T03:29:30Z,50.19,10.0,1.03,0.34,4.41,304
2026-06-01T03:30:00Z,59.86,10.0,0.0,0.32,8.0,331
2026-06-01T03:30:30Z,54.47,28.6,0.0,0.63,7.95,325
2026-06-01T03:31:00Z,43.67,19.1,0.0,0.01,6.41,318
2026-06-01T03:31:30Z,53.22,15.4,1.12,0.23,5.62,316
2026-06-01T03:32:00Z,64.89,10.0,0.52,0.0,7.55,300
2026-06-01T03:32:30Z,51.08,19.0,0.0,0.28,7.46,303
2026-06-01T03:33:00Z,52.25,21.2,0.0,0.02,5.01,334
2026-06-01T03:33:30Z,58.66,26.8,0.0,0.49,5.58,349
2026-06-01T03:34:00Z,47.87,11.4,1.3,0.35,6.22,317
2026-06-01T03:34:30Z,43.43,12.1,0.0,0.26,7.53,320
2026-06-01T03:35:00Z,38.14,12.9,0.0,0.4,6.71,313
2026-06-01T03:35:30Z,49.17,10.0,0.0,0.02,3.93,344
2026-06-01T03:36:00Z,39.32,18.7,0.0,0.28,7.07,310
2026-06-01T03:36:30Z,43.93,33.1,0.0,0.02,5.31,322
2026-06-01T03:37:00Z,51.79,29.5,0.0,0.56,8.01,315
2026-06-01T03:37:30Z,42.7,21.8,0.18,0.52,6.85,302
2026-06-01T03:38:00Z,48.93,17.0,1.5,0.67,9.22,303
2026-06-01T03:38:30Z,56.91,17.6,0.0,0.21,5.35,302
2026-06-01T03:39:00Z,52.77,10.0,0.0,0.24,6.58,341
2026-06-01T03:39:30Z,60.75,42.7,1.0,0.14,4.0,323
2026-06-01T03:40:00Z,47.83,41.0,0.0,0.44,9.85,314
2026-06-01T03:40:30Z,52.87,19.0,0.0,0.6,4.21,335
2026-06-01T03:41:00Z,45.24,21.3,1.29,0.77,9.02,304
2026-06-01T03:41:30Z,49.61,10.0,0.0,0.41,3.98,316
2026-06-01T03:42:00Z,47.91,10.2,1.04,0.24,9.02,323
2026-06-01T03:42:30Z,38.19,30.2,0.53,0.29,4.13,320
2026-06-01T03:43:00Z,48.5,10.0,1.38,0.76,7.37,344
2026-06-01T03:43:30Z,53.13,10.0,0.0,0.06,7.97,325
2026-06-01T03:44:00Z,41.05,10.0,1.03,0.32,6.32,305
2026-06-01T03:44:30Z,48.07,10.0,0.39,0.52,9.54,319
2026-06-01T03:45:00Z,51.23,10.0,0.0,0.7,7.99,314
2026-06-01T03:45:30Z,51.49,25.0,0.0,0.52,7.59,313
2026-06-01T03:46:00Z,45.89,10.1,0.49,0.42,7.59,346
2026-06-01T03:46:30Z,53.59,10.0,0.98,0.74,7.12,300
2026-06-01T03:47:00Z,48.41,10.0,1.45,0.22,4.6,328
2026-06-01T03:47:30Z,39.93,13.4,0.0,0.24,5.89,328
2026-06-01T03:48:00Z,53.42,21.8,0.0,0.24,4.82,306
2026-06-01T03:48:30Z,45.53,17.7,0.17,0.15,6.2,313
2026-06-01T03:49:00Z,63.2,14.7,0.26,0.43,8.81,321
2026-06-01T03:49:30Z,44.18,21.8,0.0,0.02,5.36,336
2026-06-01T03:50:00Z,43.72,11.4,0.49,0.71,9.43,344
2026-06-01T03:50:30Z,41.31,10.0,0.06,0.28,7.29,307
2026-06-01T03:51:00Z,45.63,20.4,1.44,0.14,6.18,326
2026-06-01T03:51:30Z,55.9,34.2,0.0,0.58,9.51,333
2026-06-01T03:52:00Z,44.7,26.5,0.83,0.02,5.43,326
2026-06-01T03:52:30Z,59.23,30.7,0.0,0.77,7.79,329
2026-06-01T03:53:00Z,36.37,16.1,0.0,0.75,4.52,338
2026-06-01T03:53:30Z,45.75,12.8,0.58,0.26,8.24,336
2026-06-01T03:54:00Z,46.96,42.4,0.61,0.7,5.48,344
2026-06-01T03:54:30Z,53.84,10.0,0.8,0.55,9.24,324
2026-06-01T03:55:00Z,56.54,30.2,1.23,0.56,8.86,317
2026-06-01T03:55:30Z,53.5,26.8,1.19,0.66,6.19,322
2026-06-01T03:56:00Z,45.59,30.6,0.0,0.63,6.51,320
2026-06-01T03:56:30Z,49.72,28.9,1.5,0.1,3.73,339
2026-06-01T03:57:00Z,55.99,12.3,0.0,0.54,3.79,320
2026-06-01T03:57:30Z,48.86,10.0,0.12,0.39,7.53,312
2026-06-01T03:58:00Z,51.57,10.0,0.0,0.78,6.03,339
2026-06-01T03:58:30Z,48.7,17.7,0.18,0.71,6.41,353
2026-06-01T03:59:00Z,53.04,25.5,0.99,0.0,8.12,308
2026-06-01T03:59:30Z,54.75,10.0,0.18,0.13,8.6,311
2026-06-01T04:00:00Z,49.51,11.6,0.65,0.7,3.64,347
2026-06-01T04:00:30Z,43.2,29.0,0.0,0.64,6.66,344
2026-06-01T04:01:00Z,46.83,10.0,0.0,0.16,6.24,330
2026-06-01T04:01:30Z,55.31,18.3,0.0,0.33,4.71,329
2026-06-01T04:02:00Z,41.92,30.4,0.0,0.61,7.65,336
2026-06-01T04:02:30Z,52.72,10.0,0.0,0.44,5.96,352
2026-06-01T04:03:00Z,54.98,10.0,0.0,0.2,5.63,331
2026-06-01T04:03:30Z,54.78,25.1,0.91,0.63,6.03,333
2026-06-01T04:04:00Z,63.57,10.0,0.0,0.43,3.2,345
2026-06-01T04:04:30Z,46.27,10.0,0.0,0.49,7.09,331
2026-06-01T04:05:00Z,43.45,29.7,0.1,0.32,3.29,318
2026-06-01T04:05:30Z,61.62,25.4,0.0,0.42,7.23,306
2026-06-01T04:06:00Z,44.19,10.0,0.11,0.77,5.85,315
2026-06-01T04:06:30Z,58.94,10.0,0.0,0.27,3.97,322
2026-06-01T04:07:00Z,49.33,10.0,0.0,0.78,3.8,349
2026-06-01T04:07:30Z,55.75,30.8,1.34,0.61,3.67,330
2026-06-01T04:08:00Z,64.54,14.0,0.0,0.41,6.91,337
2026-06-01T04:08:30Z,58.09,27.4,0.53,0.13,4.68,325
2026-06-01T04:09:00Z,54.18,10.0,1.11,0.45,5.93,319
2026-06-01T04:09:30Z,47.9,25.6,0.0,0.73,5.69,318
2026-06-01T04:10:00Z,49.09,20.0,0.0,0.02,5.72,331
2026-06-01T04:10:30Z,61.66,19.5,0.0,0.3,2.83,333
2026-06-01T04:11:00Z,37.88,26.9,0.99,0.61,4.79,336
2026-06-01T04:11:30Z,42.78,18.9,0.0,0.42,5.53,338
2026-06-01T04:12:00Z,46.01,41.6,0.44,0.64,5.63,349
2026-06-01T04:12:30Z,50.21,10.3,0.0,0.18,5.55,350
2026-06-01T04:13:00Z,45.47,10.0,0.0,0.14,3.48,349
2026-06-01T04:13:30Z,62.42,27.8,0.0,0.64,3.63,340
2026-06-01T04:14:00Z,52.07,30.5,0.0,0.51,5.14,328
2026-06-01T04:14:30Z,58.98,30.4,0.0,0.4,2.9,312
2026-06-01T04:15:00Z,48.55,41.0,0.0,0.04,4.58,329
2026-06-01T04:15:30Z,58.49,26.0,0.0,0.4,3.9,299
2026-06-01T04:16:00Z,55.15,23.1,0.0,0.12,3.23,332
2026-06-01T04:16:30Z,65.63,20.8,0.44,0.36,3.31,335
2026-06-01T04:17:00Z,57.49,34.7,0.0,0.79,3.81,361
2026-06-01T04:17:30Z,39.15,10.0,0.0,0.39,2.62,338
2026-06-01T04:18:00Z,42.65,48.3,1.5,0.21,2.63,334
2026-06-01T04:18:30Z,51.0,10.0,1.5,0.16,3.08,341
2026-06-01T04:19:00Z,48.87,14.0,1.08,0.08,3.74,324
2026-06-01T04:19:30Z,53.68,26.1,0.0,0.57,3.13,319
2026-06-01T04:20:00Z,66.55,10.0,0.9,0.58,2.09,346
2026-06-01T04:20:30Z,49.49,21.1,0.0,0.16,3.22,349
2026-06-01T04:21:00Z,59.0,17.1,1.5,0.62,1.79,339
2026-06-01T04:21:30Z,50.71,11.7,0.0,0.14,2.56,335
2026-06-01T04:22:00Z,47.28,33.6,0.0,0.56,2.26,352
2026-06-01T04:22:30Z,53.79,19.7,0.0,0.07,2.4,348
2026-06-01T04:23:00Z,50.99,14.3,1.21,0.57,1.83,319
2026-06-01T04:23:30Z,56.33,13.2,0.05,0.49,1.02,327
2026-06-01T04:24:00Z,56.93,12.5,0.0,0.36,1.37,334
2026-06-01T04:24:30Z,57.46,36.7,0.65,0.77,1.77,332
2026-06-01T04:25:00Z,65.55,10.0,0.0,0.62,1.13,342
2026-06-01T04:25:30Z,43.78,21.3,0.0,0.34,0.67,351
2026-06-01T04:26:00Z,53.68,15.2,0.07,0.46,0.7,343
2026-06-01T04:26:30Z,49.02,10.0,0.81,0.31,0.93,338
2026-06-01T04:27:00Z,49.68,42.3,0.53,0.38,0.95,348
2026-06-01T04:27:30Z,59.17,10.0,0.48,0.49,0.84,358
2026-06-01T04:28:00Z,56.19,16.1,0.51,0.43,0.36,323
2026-06-01T04:28:30Z,59.36,46.6,0.19,0.47,0.34,351
2026-06-01T04:29:00Z,52.97,24.5,0.01,0.33,0.16,350
2026-06-01T04:29:30Z,57.9,28.2,1.46,0.59,0.1,310
2026-06-01T04:30:00Z,59.1,14.7,0.06,0.52,0.01,340
2026-06-01T04:30:30Z,59.66,52.0,0.0,0.57,0.26,330
2026-06-01T04:31:00Z,45.47,10.0,0.0,0.21,0.1,324
2026-06-01T04:31:30Z,61.3,10.0,0.0,0.66,0.17,334
2026-06-01T04:32:00Z,40.75,10.0,0.0,0.6,0.07,341
2026-06-01T04:32:30Z,46.06,10.0,0.0,0.76,0.24,349
2026-06-01T04:33:00Z,43.79,33.3,0.39,0.12,0.1,373
2026-06-01T04:33:30Z,58.7,42.3,0.0,0.07,0.03,326
2026-06-01T04:34:00Z,46.01,10.0,0.54,0.1,0.11,327
2026-06-01T04:34:30Z,55.3,31.0,0.13,0.41,0.06,339
2026-06-01T04:35:00Z,65.78,38.7,0.0,0.14,0.19,355
2026-06-01T04:35:30Z,51.61,16.3,0.0,0.49,0.27,340
2026-06-01T04:36:00Z,49.76,19.7,0.31,0.52,0.13,342
2026-06-01T04:36:30Z,57.11,10.0,0.0,0.72,0.2,351
2026-06-01T04:37:00Z,58.13,11.6,1.5,0.24,0.02,347
2026-06-01T04:37:30Z,54.49,29.4,0.0,0.52,0.29,318
2026-06-01T04:38:00Z,50.63,10.0,0.19,0.03,0.3,332
2026-06-01T04:38:30Z,58.73,40.2,0.85,0.41,0.01,334
2026-06-01T04:39:00Z,46.82,10.0,0.0,0.47,0.08,327
2026-06-01T04:39:30Z,52.87,11.4,0.38,0.17,0.14,359
2026-06-01T04:40:00Z,60.68,31.8,1.45,0.41,0.27,344
2026-06-01T04:40:30Z,55.19,36.8,0.0,0.28,0.23,319
2026-06-01T04:41:00Z,48.23,10.0,0.0,0.34,0.03,328
2026-06-01T04:41:30Z,60.17,10.0,0.0,0.74,0.0,328
2026-06-01T04:42:00Z,43.01,32.4,1.33,0.2,0.07,347
2026-06-01T04:42:30Z,58.71,10.0,0.04,0.74,0.0,362
2026-06-01T04:43:00Z,60.23,10.0,1.5,0.69,0.23,330
2026-06-01T04:43:30Z,50.87,31.6,0.04,0.08,0.14,323
2026-06-01T04:44:00Z,62.01,13.8,1.41,0.14,0.19,339
2026-06-01T04:44:30Z,50.69,15.9,0.0,0.08,0.06,341
2026-06-01T04:45:00Z,62.26,18.7,0.15,0.08,0.02,359
2026-06-01T04:45:30Z,57.53,10.0,0.0,0.08,0.02,338
2026-06-01T04:46:00Z,54.82,10.0,0.0,0.54,0.17,338
2026-06-01T04:46:30Z,45.76,11.5,0.0,0.68,0.03,374
2026-06-01T04:47:00Z,56.13,10.0,0.0,0.7,0.28,346
2026-06-01T04:47:30Z,66.66,23.3,0.0,0.31,0.04,341
2026-06-01T04:48:00Z,68.09,38.2,0.34,0.22,0.15,327
2026-06-01T04:48:30Z,57.24,29.2,1.5,0.36,0.28,349
2026-06-01T04:49:00Z,58.94,25.4,0.5,0.51,0.23,363
2026-06-01T04:49:30Z,47.97,12.7,1.5,0.27,0.07,337
2026-06-01T04:50:00Z,62.55,10.0,0.09,0.1,0.1,359
2026-06-01T04:50:30Z,54.23,13.1,0.49,0.22,0.05,350
2026-06-01T04:51:00Z,58.89,27.1,0.0,0.27,0.21,331
2026-06-01T04:51:30Z,59.5,24.2,0.24,0.12,0.1,355
2026-06-01T04:52:00Z,65.63,27.1,0.42,0.22,0.14,317
2026-06-01T04:52:30Z,68.71,18.6,0.06,0.48,0.3,337
2026-06-01T04:53:00Z,54.57,14.6,0.67,0.34,0.15,368
2026-06-01T04:53:30Z,54.72,31.3,1.5,0.44,0.03,352
2026-06-01T04:54:00Z,60.02,19.9,0.0,0.64,0.1,350
2026-06-01T04:54:30Z,54.27,32.6,0.0,0.37,0.24,338
2026-06-01T04:55:00Z,60.68,10.4,1.5,0.49,0.07,353
2026-06-01T04:55:30Z,55.48,17.2,1.5,0.57,0.18,335
2026-06-01T04:56:00Z,61.3,55.5,0.34,0.64,0.25,327
2026-06-01T04:56:30Z,58.51,34.4,0.0,0.1,0.23,370
2026-06-01T04:57:00Z,60.97,32.2,0.0,0.71,0.07,373
2026-06-01T04:57:30Z,65.87,13.3,1.26,0.77,0.14,368
2026-06-01T04:58:00Z,47.49,10.0,0.33,0.63,0.11,370
2026-06-01T04:58:30Z,69.69,38.6,0.96,0.16,0.23,347
2026-06-01T04:59:00Z,46.44,10.0,0.0,0.24,0.28,358
2026-06-01T04:59:30Z,56.11,27.0,0.0,0.75,0.29,326
2026-06-01T05:00:00Z,57.89,10.0,0.0,0.5,0.15,345
2026-06-01T05:00:30Z,56.61,26.5,0.0,0.48,0.0,358
2026-06-01T05:01:00Z,73.42,21.6,0.0,0.64,0.12,346
2026-06-01T05:01:30Z,47.39,36.2,0.84,0.59,0.06,329
2026-06-01T05:02:00Z,49.67,15.9,0.85,0.23,0.1,347
2026-06-01T05:02:30Z,62.55,20.6,0.0,0.0,0.23,328
2026-06-01T05:03:00Z,71.37,37.8,0.99,0.7,0.09,354
2026-06-01T05:03:30Z,61.05,29.0,0.0,0.31,0.06,347
2026-06-01T05:04:00Z,70.69,14.0,0.26,0.14,0.09,331
2026-06-01T05:04:30Z,65.05,10.0,0.45,0.65,0.2,335
2026-06-01T05:05:00Z,58.56,13.5,0.0,0.09,0.29,344
2026-06-01T05:05:30Z,56.96,33.6,0.09,0.12,0.01,343
2026-06-01T05:06:00Z,49.74,34.5,0.0,0.39,0.16,357
2026-06-01T05:06:30Z,60.39,41.7,0.16,0.24,0.25,376
2026-06-01T05:07:00Z,52.17,47.5,0.74,0.48,0.06,349
2026-06-01T05:07:30Z,47.03,23.4,0.0,0.8,0.16,344
2026-06-01T05:08:00Z,64.36,10.0,0.07,0.05,0.2,339
2026-06-01T05:08:30Z,64.04,18.3,0.0,0.54,0.28,329
2026-06-01T05:09:00Z,46.43,47.0,1.5,0.09,0.0,365
2026-06-01T05:09:30Z,54.53,36.9,0.0,0.17,0.01,351
2026-06-01T05:10:00Z,50.13,12.3,0.9,0.02,0.14,364
2026-06-01T05:10:30Z,62.17,35.9,0.46,0.41,0.18,321
2026-06-01T05:11:00Z,75.0,10.0,1.5,0.36,0.23,348
2026-06-01T05:11:30Z,49.07,58.5,0.0,0.49,0.16,350
2026-06-01T05:12:00Z,63.36,12.4,0.0,0.71,0.29,334
2026-06-01T05:12:30Z,55.97,27.1,0.28,0.37,0.17,311
2026-06-01T05:13:00Z,63.33,26.3,0.54,0.18,0.1,381
2026-06-01T05:13:30Z,57.88,10.0,0.68,0.39,0.25,364
2026-06-01T05:14:00Z,61.67,10.0,0.0,0.49,0.29,349
2026-06-01T05:14:30Z,55.68,22.6,0.86,0.0,0.1,354
2026-06-01T05:15:00Z,63.6,49.5,0.42,0.04,0.03,367
2026-06-01T05:15:30Z,52.43,29.0,0.07,0.7,0.1,343
2026-06-01T05:16:00Z,61.18,34.3,0.0,0.05,0.22,336
2026-06-01T05:16:30Z,64.15,10.0,0.0,0.7,0.13,344
2026-06-01T05:17:00Z,54.02,24.1,0.0,0.18,0.08,351
2026-06-01T05:17:30Z,68.65,32.2,0.0,0.65,0.17,365
2026-06-01T05:18:00Z,59.26,10.0,0.25,0.48,0.04,366
2026-06-01T05:18:30Z,59.0,54.7,0.0,0.78,0.04,342
2026-06-01T05:19:00Z,57.65,34.2,1.5,0.18,0.28,361
2026-06-01T05:19:30Z,57.17,16.6,1.31,0.22,0.01,344
2026-06-01T05:20:00Z,65.25,22.9,0.99,0.29,0.05,381
2026-06-01T05:20:30Z,60.0,30.3,1.5,0.24,0.25,345
2026-06-01T05:21:00Z,47.71,10.2,0.0,0.26,0.26,345
2026-06-01T05:21:30Z,59.14,10.0,0.0,0.31,0.03,355
2026-06-01T05:22:00Z,50.21,10.0,0.0,0.41,0.16,337
2026-06-01T05:22:30Z,61.23,10.0,0.0,0.13,0.22,343
2026-06-01T05:23:00Z,53.29,26.1,0.0,0.64,0.27,350
2026-06-01T05:23:30Z,64.72,10.0,1.46,0.11,0.02,370
2026-06-01T05:24:00Z,65.7,23.2,0.0,0.06,0.04,358
2026-06-01T05:24:30Z,55.78,10.0,0.94,0.43,0.13,353
2026-06-01T05:25:00Z,63.85,20.0,0.48,0.2,0.24,354
2026-06-01T05:25:30Z,62.81,22.1,0.0,0.13,0.08,350
2026-06-01T05:26:00Z,64.38,12.2,0.06,0.35,0.29,362
2026-06-01T05:26:30Z,70.16,10.0,0.0,0.58,0.2,348
2026-06-01T05:27:00Z,47.61,29.6,0.24,0.57,0.04,366
2026-06-01T05:27:30Z,77.98,10.0,1.5,0.18,0.01,355
2026-06-01T05:28:00Z,54.67,42.4,0.0,0.31,0.17,351
2026-06-01T05:28:30Z,57.48,36.7,0.0,0.8,0.09,370
2026-06-01T05:29:00Z,51.15,21.2,0.44,0.2,0.1,351
2026-06-01T05:29:30Z,70.67,10.0,0.0,0.75,0.14,348
2026-06-01T05:30:00Z,60.75,10.0,0.0,0.49,0.16,354
2026-06-01T05:30:30Z,60.17,46.7,0.0,0.72,0.14,365
2026-06-01T05:31:00Z,70.76,18.6,0.0,0.54,0.24,387
2026-06-01T05:31:30Z,61.71,12.4,0.0,0.57,0.19,349
2026-06-01T05:32:00Z,68.62,10.0,0.0,0.47,0.15,369
2026-06-01T05:32:30Z,64.71,47.1,0.0,0.35,0.02,371
2026-06-01T05:33:00Z,78.25,26.8,0.4,0.47,0.08,346
2026-06-01T05:33:30Z,58.6,10.0,0.41,0.07,0.23,354
2026-06-01T05:34:00Z,56.89,10.0,0.0,0.13,0.28,368
2026-06-01T05:34:30Z,60.64,12.8,0.0,0.78,0.26,338
2026-06-01T05:35:00Z,63.21,10.0,0.31,0.44,0.19,337
2026-06-01T05:35:30Z,57.71,15.3,0.01,0.01,0.09,341
2026-06-01T05:36:00Z,66.12,11.6,0.0,0.75,0.2,359
2026-06-01T05:36:30Z,69.61,10.0,0.0,0.64,0.25,372
2026-06-01T05:37:00Z,65.35,23.2,0.79,0.47,0.23,321
2026-06-01T05:37:30Z,67.17,22.2,0.35,0.57,0.28,358
2026-06-01T05:38:00Z,62.07,10.0,0.2,0.51,0.29,358
2026-06-01T05:38:30Z,70.84,10.0,1.25,0.41,0.26,364
2026-06-01T05:39:00Z,65.0,30.1,0.96,0.64,0.23,356
2026-06-01T05:39:30Z,71.56,10.0,0.0,0.02,0.23,347
2026-06-01T05:40:00Z,56.57,22.0,0.7,0.22,0.29,349
2026-06-01T05:40:30Z,64.93,10.0,0.0,0.4,0.16,367
2026-06-01T05:41:00Z,66.54,10.0,0.0,0.27,0.09,354
2026-06-01T05:41:30Z,62.07,14.8,0.0,0.53,0.15,361
2026-06-01T05:42:00Z,57.36,25.5,0.0,0.66,0.1,332
2026-06-01T05:42:30Z,62.18,34.1,0.0,0.02,0.12,361
2026-06-01T05:43:00Z,68.81,30.8,0.22,0.54,0.2,335
2026-06-01T05:43:30Z,64.23,28.2,0.0,0.51,0.03,353
2026-06-01T05:44:00Z,65.36,16.0,1.5,0.63,0.1,379
2026-06-01T05:44:30Z,64.99,34.4,0.08,0.36,0.12,365
2026-06-01T05:45:00Z,64.09,21.2,0.0,0.21,0.14,358
2026-06-01T05:45:30Z,70.65,13.5,0.0,0.58,0.08,341
2026-06-01T05:46:00Z,60.98,43.7,1.5,0.17,0.17,383
2026-06-01T05:46:30Z,64.2,15.4,0.36,0.15,0.09,359
2026-06-01T05:47:00Z,75.12,35.1,0.0,0.01,0.02,354
2026-06-01T05:47:30Z,72.51,10.0,0.0,0.52,0.29,356
2026-06-01T05:48:00Z,78.48,16.9,0.0,0.24,0.06,363
2026-06-01T05:48:30Z,74.35,37.8,0.0,0.45,0.2,344
2026-06-01T05:49:00Z,55.79,31.6,1.19,0.04,0.22,346
2026-06-01T05:49:30Z,61.05,54.4,0.76,0.66,0.26,361
2026-06-01T05:50:00Z,60.52,15.5,0.0,0.14,0.19,383
2026-06-01T05:50:30Z,73.37,10.0,1.49,0.57,0.08,368
2026-06-01T05:51:00Z,67.64,27.7,0.84,0.09,0.18,350
2026-06-01T05:51:30Z,74.86,26.0,0.0,0.64,0.28,388
2026-06-01T05:52:00Z,65.39,47.2,0.0,0.15,0.01,340
2026-06-01T05:52:30Z,66.14,24.1,0.42,0.43,0.18,391
2026-06-01T05:53:00Z,61.29,10.0,0.0,0.67,0.3,365
2026-06-01T05:53:30Z,58.63,20.1,0.0,0.1,0.1,373
2026-06-01T05:54:00Z,79.1,10.1,0.19,0.79,0.26,343
2026-06-01T05:54:30Z,59.87,32.8,0.08,0.05,0.06,381
2026-06-01T05:55:00Z,57.56,15.8,0.39,0.2,0.12,372
2026-06-01T05:55:30Z,59.52,34.3,0.0,0.39,0.14,350
2026-06-01T05:56:00Z,70.13,23.5,0.69,0.11,0.1,348
2026-06-01T05:56:30Z,57.24,44.7,0.0,0.76,0.05,344
2026-06-01T05:57:00Z,59.43,34.8,0.11,0.33,0.24,369
2026-06-01T05:57:30Z,58.96,13.3,0.39,0.09,0.04,395
2026-06-01T05:58:00Z,74.1,24.2,1.5,0.29,0.24,370
2026-06-01T05:58:30Z,60.53,10.0,0.0,0.37,0.02,373
2026-06-01T05:59:00Z,78.98,33.9,0.0,0.37,0.25,384
2026-06-01T05:59:30Z,56.99,10.0,0.05,0.41,0.14,370
2026-06-01T06:00:00Z,70.51,18.9,0.46,0.12,0.3,366
2026-06-01T06:00:30Z,72.79,18.1,0.0,0.64,0.15,361
2026-06-01T06:01:00Z,68.68,10.0,0.64,0.63,0.28,379
2026-06-01T06:01:30Z,53.58,13.2,0.31,0.72,0.08,371
2026-06-01T06:02:00Z,68.28,19.2,0.06,0.72,0.06,372
2026-06-01T06:02:30Z,62.58,23.3,1.12,0.47,0.2,373
2026-06-01T06:03:00Z,68.02,10.0,0.97,0.63,0.25,347
2026-06-01T06:03:30Z,79.4,29.3,0.41,0.21,0.02,371
2026-06-01T06:04:00Z,70.34,31.4,0.42,0.11,0.02,383
2026-06-01T06:04:30Z,68.75,20.3,0.0,0.04,0.27,395
2026-06-01T06:05:00Z,72.89,18.9,0.28,0.74,0.3,344
2026-06-01T06:05:30Z,79.33,20.7,1.5,0.73,0.27,386
2026-06-01T06:06:00Z,72.0,11.0,1.02,0.49,0.11,377
2026-06-01T06:06:30Z,68.73,34.7,1.43,0.6,0.13,382
2026-06-01T06:07:00Z,63.58,34.1,0.54,0.6,0.16,374
2026-06-01T06:07:30Z,68.59,28.4,0.13,0.22,0.02,375
2026-06-01T06:08:00Z,64.7,25.1,0.0,0.58,0.11,338
2026-06-01T06:08:30Z,73.25,38.8,0.0,0.1,0.03,361
2026-06-01T06:09:00Z,68.98,32.6,0.0,0.69,0.16,344
2026-06-01T06:09:30Z,71.05,16.5,0.69,0.23,0.24,351
2026-06-01T06:10:00Z,60.85,15.6,0.0,0.38,0.18,368
2026-06-01T06:10:30Z,60.95,17.2,1.16,0.3,0.15,364
2026-06-01T06:11:00Z,52.04,42.8,0.0,0.46,0.15,356
2026-06-01T06:11:30Z,65.85,31.8,1.2,0.29,0.29,384
2026-06-01T06:12:00Z,71.95,10.0,0.0,0.8,0.15,348
2026-06-01T06:12:30Z,62.96,15.3,0.45,0.14,0.11,378
2026-06-01T06:13:00Z,65.65,23.2,0.84,0.34,0.11,378
2026-06-01T06:13:30Z,66.74,53.2,0.0,0.37,0.0,371
2026-06-01T06:14:00Z,67.94,51.1,0.13,0.61,0.04,351
2026-06-01T06:14:30Z,73.27,10.0,0.0,0.73,0.16,363
